,Tweet,Class
298,"Çekmiyormuş diyerek çekmediğini dedikodusunu tasdik eden Vodafone, kalitelisi pahalıymış diyerek bu kez de Turkcell'e kaliteli dedi sanki?",positive
299,"he valla gectim. Niye ki lan? Turkcell iyi ya, avea apaci isi artik",positive
300,ne demiş turkcell ;) hayat paylaşınca güzel ;),positive
301,çekmeyenin reklamını Turkcell'i çekemeyenler yapsın :),positive
302,ben turkcell e taşıttım,positive
303,iphone 4 S Kanyon Turkcell de var ilgilenenlere duyurulur ..Cok kalabalik tukenmeden alin derim ..,positive
304,Kalite ortada #turkcellfestival,positive
305,hayat kesinlikle paylaşınca güzel :),positive
306,Medyaplus - Turkcell Superonline'dan 1 milyon eve fiber internet,positive
307,#pazarlamakonferansi ndayiz bu sabah. Turkcell Charlene Li'yi getirmiş.,positive
308,Tesekkurler Turkcell,positive
309,"Merhaba, Turkcell İletişim Merkezlerimizde cihaz satışlarımız bulunmaktadır. Teşekkür ederiz.",positive
310,önemli değil cnm..ne demişler hayat paylaşınca güzel:))yazımında kendi çapında bir karakteristiği yok değil:)))teşekkürler:P,positive
311,"Bizim blog Turkcell Blog ödülleri spor dalında ilk10a girmiş, Kazananlar 5 Ocak Perşembe Point Otel'de yapılacak törende açıklanacakmış.",positive
312,"Turkcell cephesinden hiç beklemiyordum böyle bir telefonu, öneri için çok sağolasın!",positive
313,iş dönüşü nimbuzz la bağlan hayata ;-),positive
314,KADİRLE BAĞLAN HAYATA  :=)),positive
315,"""TESEKKURLER""   ;)",positive
316,bu şarkıya bayıldım  o_o cok yakında turkcell inde yeni yıl jingle cıkar  o-0,positive
317,En yeni en iyi iPhone 4S interneti ile birlikte 99 TL'den başlayan tekliflerle Turkcell farkıyla....,positive
318,superonline :),positive
319,bugün kesilen internet kendi kendine yeniden açıldı  süperonline yaptığı hatayı kendi kendine anladı :D,positive
320,turkcell her zaman cevap verir bizlerin yanında olur :)) turkcell candır :)),positive
321,""" konseri,bugünSaat15:00'tecanlı yayınla Hayat müziği paylaşınca güzel :)",positive
322,turkcell beni sesimden tanir.,positive
323,#Turkcell attıgı yıl bası mesajlarını özledim. Burdaki #Rogers #Bell filan yalan...,positive
324,"Ortaya çıktığından beri Turkcell gibi beni yalnız bırakmayan ""City Ville"" isteklerine burdan teşekkürlerimi iletiyorum, sağolun var olun.",positive
325,goturun bizi gidelim vallaaa GNCTRKCLL,positive
326,abe ben nedem yaw sorun bende değil superonline bekliyem :),positive
327,ailem hep turkcell. benim baska hatta gecmem olmaz :D,positive
328,belki Turkcell le baglansak hayata hersey daha kolay olur:),positive
329,süperonline interneti ttnet e kiralıyormuş ben 2 ay önce geçtim süperonline a çok memnunum:),positive
330,turkcel kanka ya,positive
331,alsana lan ne beklıyosun :D hatta yanında bıde hat l turkcell olursa sevınırım :D,positive
332,Evet tahmin etmistim bunu :D orda da yok mu bb icin boyle hat kampanyalari ? :/ Turkcell Europe uygulamaya gecti mi super o zaman,positive
333,aa nasi kacirdik yaa!bizim ayibimiz olsun doomgnn kutlu mutlu olsun selocan;)),positive
334,arkadaş tcell de bir kere bile yaşamadığım bu eziyeti vodafone yaşattı bana.. en kısa zamanda tekrar dönücem,positive
335,21 milyon 913 bin:  billboardlarındaki sevgi sözcüklerinin 20 günde ücretsiz resimli mesaj olarak gönderilme sayısı.,positive
336,#Vodafone yeterince başarılı olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey başarılılar  orası net..,positive
337,superonline tabii kii!,positive
338,Tabi canım o yüzden Genç Turkcell kampanyasıyla gidiyoruz sinemaya biz :)))),positive
339,Evet çok begendim,positive
340,hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ı-ıhh,positive
341,Coca cola ve turkcell cok guzel reklam yapiyo ya :),positive
342,"Turkcell`in abone sayisi cook oldugu icin yuzde olarak bu sayilar kucuk kalacak, istediginiz bu mudur?",positive
343,"20 saatte bir bayi açan, 2 saatte bir baz istasyonu diken ama bir türlü çekemeyen bir operatör varmış. Çok acınası çok.  büyüksün",positive
344,"3 sene önce Turkcell reklemi vardı 2 0 0 9 hazırız bekliyoruz diye:) ne çabuk gecmis, simdi de çabuk gecer umarimm",positive
345,İstanbul Sanayi Odası'na göre 2011'in en inovatif şirketi Turkcell Teknoloji oldu. Tebrikler:),positive
346,2011 Turkcell Blog Ödülleri'nde ilk 3'te yokuz. Dilimin Ayarı Yok'u 143 blog arasından ilk 10'a taşıyan herkese çok teşekkürler... :)),positive
347,soğuk ama 1 sıcak kahveye ısınırsın hayat paylaşınca güzel kahvemi paylaşabilirim seninle  &lt;3,positive
348,"Dünyaya liderlik eden operatör!: Turkcell Superonline, Türkiyeyi bir kez daha fiber internetin liderleri  arası...",positive
349,"ben 3,5G hızındayım ve çok memnunum. Teşekkürler Turkcell :))",positive
350,oy oyy 90lar.. :)) ve maşallah afiyet olsun kuzum ama hayat paylaşınca güzel hehe :Pp,positive
351,Nolursa olsun turkcell candır :),positive
352,hayat paylaşınca güzel,positive
353,beni bağrınıza bastığınız için muck,positive
354,hayat yeni yıl mutlulugunu paylaşınca güzellll :))),positive
355, hayat paylaşınca güzel la la laaa laa  ,positive
356,heee o mesele evet ttneti kapattırdık yerine superonline bağlattırdık hamdolsun ayrılık bi hafta sürdü ama :D geri döndüm gene :D,positive
357,"O reklam sloganının çok ötesindeymiş, hayat paylaşınca güzel",positive
358,"***alem*** artık daraldıysan herşeyden eğerki bıktıysan kotuysan hayattan,,,  türkselle bağlan hayata :)",positive
359,hayat paylaşınca güzel :)),positive
360,hayat paylaşınca güzel la la la la la la.,positive
361,kötü espiri yapanları seçiyorlar yaw nokiada 3 hafta boyunca ne çektiğimi gördün sn turkcell 15 dakikada hediye etti :),positive
362,superonline cok iyi ya,positive
363,Turkcell isi biliyor. 4'te de aynı sey olmuştu. Kontratli alicaksan Turkcell 'de çok rahat bulursun.,positive
364,"seni seviyorum turkcell ben tl derdine düşmüşken 600 dakikam oldu ,iyiki varsın",positive
365,en uygun iphone4s paketi sanırım Gold Paket:turkcell:5000dk Her Yöne:2000dk Data:4GB   iPhone 4S 16GB 177 TL,positive
366,O zaman Turkcell'le bağlan hayata:D,positive
367,"bugün turkcell'de ""hayat paylaşınca güzel"" anı yaşadım",positive
368,bebeğimmm ne güzel bunları duyunca da bnm keyfim yerine geliyo hayat paylaşınca güzel lalalalalaaayy hahahah :D,positive
369,turkcell :),positive
370,hahaha kanka Turkcell bu 4 ceker :D,positive
371,Turkcell bayileri sanki en ucuzu.  Selin'in Blackberry oradan aldım ben,positive
372,hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :),positive
373,EN İNANDIRICI MARKA YİNE TURKCELL HER ZAMAN TURKCELL,positive
374,turkcell cvp atmis. Knka sitemzden bakabilirsiniz diye :p. Ve hala kitaptayim,positive
375,Burda da Turkcell olaydi iyiydi.,positive
376,allahtan gencim ve turkcell'liyim :) eglenmenize sevindim,positive
377,İnovasyonda büyük ödül Turkcell'in - Kurumsal-,positive
378,"#turkcellmuzik Turkcell'e teşekkürler ""Fly to stay alive"" çok güzel Anadolu Kartallarında duyduğmda resmen uçmuş gibi oldm yani Fly baby Fly",positive
379,"En sevdiğim şarkı kubat'ın hayat paylaşınca güzel şarkısı. En son aldığım albüm, kubat'ın ""hayat paylaşınca güzel"" albümü.",positive
380,:D kediyi getir gidelim türkcell bayiye :)),positive
381,Bir tim calisani  bana kahve ismarliyor :)) tesekkurler  =) ( Kahve Dünyası),positive
382,Bu haftasonu farklı geçsin istiyorsanız gidin Suç ve Ceza'yı okuyun bitirin sonra da bana anlatın hayat paylaşınca güzel lalalalalaaa,positive
383,"çarsamba gecesi suadiye TÜRKCELL çalısanlarının düzenlemiş olduğu KARAOKE Gecesinde görüşmek üzere,,,,",positive
384,Pazarlama İlkeleri dersimize konuk olarak öğrencilerimize Dijital Pazarlama İletişimi vizyonu katan   çok teşekkürler,positive
385,"Küçük kardeşim geldi ""Oyundayım Ayten"" dedi bana. Oğlum 3 yaşındasın yaşına göre davran :) Turkcell reklamı hastası nolcak:)",positive
386,snn icin gnctrkcll hat alicam ahahaha huzurumsun muah!,positive
387,:))) :((( hayat paylaşınca güzel mutlu olmak varken niye bizler kıymetini bilmeyiz,positive
388,ile Diyarbakir'a gidiyoruz! bu gece Turkcell icin sahne! ;),positive
389,Mudo'dan iki hediye alan Turkcell'lilere üçüncüsü hediye,positive
390,İnovasyonda büyük ödül Turkcell'in..bakalim sene hangi firma alacak?,positive
391,e ozaman senin karsına cıkan denyoların türkcell in her yöne msj kampanyasından haberleri yoktu:D:D:D,positive
392,#teknoloji Samsung'un kompakt cebi Galaxy Y ve QWERTY klavyeli cep Ch Turkcell avantajlarıyla Türkiye'de!,positive
393,Sagolsun bir turkcell beni yalniz birakmiyor.,positive
394,"$u Turkcell reklamina bayiliyorum.. ""Mekanigini anlayamadin"" hahahaha ozturkselli olmak istiyorum :D",positive
395,3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarı 5 gündür edge. Turkcell bile çekiyor yahu :) help..,positive
396,öztürkcell e geçmenin vakti geldide geçiyor   :)),positive
397,gencler Ve kendini genc hisseden herkes gnctrkcll li degil mi;)),positive
398,Hayat Paylaşınca Güzel ;),positive
399,#2012tahminleri Turkcell'deki sesli komut anlama sistemi hayatın her alanına yayılacak.,positive
400,#turkcell mudo indirimin güzel olmuş valla ya.,positive
401,geç kurtul tarık abi ellerinden ben öyle yaptım şu an rahatım,positive
402,adam düzenli olarak Turkcell iletişim merkezine ve keyfinin mekanına gidiyor...,positive
403,Turkcell kendini aşmış,positive
404,DİKKAT! BU TİVİT KISKANÇLIK İÇEREBİLİR..fizy nin kapatılması bir PR çalışması mıydı acaba?türksel zekisin..,positive
405,sen yine turkcell e mi döndün kanki ?,positive
406,muhendisler fibernet yaratti olm 20mbit 49 superonline :),positive
407,twitter ile bağlan hayata hayata bağlan twitter ile :D,positive
408,Bu da son olsun bu günlük . * Hayat paylaşınca güzel. Aynı yatakta bir yastığı mesela.. #takipedenitakipederim,positive
409,Bu kez de çok kaliteli olmuş :),positive
410,#3kelimeyle2011 Turkcell'le bağlan hayata,positive
411,#turkcell ve #avea 2 dev aynı organizasyonda!!! kayıt için;,positive
412,"Reklamı görünce paylaşayımdedim "" hayat paylaşınca güzel "" :))",positive
413,bu hıza alıştık biz... 2 haftadır 1 adsl başvurusunu alamayan #ttnet 'den kurtulmanın yolu var mı? superonline bize fiber çeksene!,positive
414,"""Hayat paylaşınca güzel""....",positive
415,"Iphone 4S, yine tabi ki sadece Turkcell ile Türkiye'de.. 16.12.2011 tarihini bekleyin hayat teknolojiyi paylaşınca güzel la la la la la la:)",positive
416, Belki de cozum ev telefonunu fisten cekmektir.Turkcell Superonline Fiber ile mumkun..,positive
417,Kuzey Kıbrıs Turkcell'den anlamlı ziyaret,positive
418,"2 gundur ""teknik ariza"" sebebiyle evde internet yok.Tebrikler #TTNET Biraz bekle superonline buraya fiber ag ceksin gorusucez senle.Saygilar",positive
419,"#Superonline2011'de güzel şeyler; ''Hedefimiz temel ihtiyaç olan fiber internetin, su ve elektrik gibi evlere kadar ulaşması.''",positive
420,hayat paylaşınca güzel tabii:),positive
421,dur Yalcin abi daha bugun Turkcell getirdi ulkeye :D,positive
422,sizlerede günaydın,positive
423,Superonline fiber alsaydın :)),positive
424,turkcell partileri herzaman mukemmeldir :) istanbul'da da bizi costurdun ;),positive
425,superonline bağlatmalısın en hızlısı o yapabilsem bende anında ona geçicem ama şu taahhüt illeti yok mu çok fena :(,positive
426,Özturkcell reklamı komedi yaa :D:D,positive
427,bence direk al ayni gun aciliyor we turkcel cok dha awantajli,positive
428,İnovasyonda büyük ödül Turkcell'in,positive
429,evlere kadar ulaştırmak için çabalıyoruz. Bu hizmeti kimse veremedi. Biz veriyoruz. Herkese fiber :),positive
430,Sözlerin olmadığını ve lala laa laa la laa şeklinde söylediklerini düşün :) Bana Turkcell'i çağrıştırıyor işte :),positive
431,TAVSİYE: iphonedan kullanilan online islemlerin icinde superonline bilgilerimizde olsa daha faydali olur.,positive
432,"ha o sebeple diyosuun, turkcell iyi ama baya",positive
433,Reklamlarda turkcell ve coca colayi tek geciyorum,positive
434,onunda bir iPhone 4s si olsun haydi Türkcell yap bu güzelliği:)yada aramızda para toplayalım filan :)),positive
435,Pazartesi ve Perşembe günleri film yorumları hurraaaa maş. :) iyiki varsın turkcell :),positive
436,"4S'ime kavustum sonunda, eski meslektasim Sümeyye Öztürk sayesinde, harika bir Turkcell calisani:)",positive
437,Blog Ödüllerinde Desteğiniz İçin Teşekkürler: Politik Akademi olarak Turkcell sponsorluğunda düzenlenen 2011 Bl...,positive
438,butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - Charlene Li,positive
439,"Kendimi devamlı""Hayat paylaşınca güzel la la la la la"" şarkısını söylerken buluyorum. Durumum içler acısı gibi..",positive
440,"O ses Turkcell geri sayim basladi, elemelerde son 5:) sira geliyor:)",positive
441,yıllardır seni severek kullanıyorum bana bi 50tl kıyak geçsene ya,positive
442,Bundan sonra telefon değiştirirken numaraları hem hatta hem de türkcell merkeze kaydetcem !,positive
443,"iPhone 4S 32 gb beyaz aldım Turkcell den, hayırlı olsun bana :)",positive
444,kesinlikle superonline tartismasizzzzzzzzzz,positive
445,Cem yilmazin oynadigi turkcell reklami ne öyle ya gülme krizndeym süper yapmislar :DD,positive
446,#neolursaolsun hayat paylaşınca güzel lala la la la lala,positive
447,Lan turkcell e bak yeni cihaz veriyormuş sonunda,positive
448,turkcell ıyıdır :),positive
449,BeNce superonline,positive
450,superonline ı aldılar....başarılı ben superonline kullanıodum,positive
451,Internetim hizli diye siniftakiler film/dizi indirttiriyor mesela. Useniyorum. Neyse yariladim zaten. Eheh yasasin Superonline!,positive
452,&amp; sen neleri cozmussun burası ne ki senin icin sekerim:)) bu arada Turkcell reklamı ve senin yorumun şahane..tebrikler canım..,positive
453,"""Sana"" yag gibi olmus; - bana bir vinn versene. - tabi avea vinn mi olsun, voda mi? :) turkcell den sasilmaz..",positive
454,bende ödül kazanırsam türkcell reklamlarını seslendirdiginiz stüdyoya gelmek istiyorum siz kayıt yaparken :),positive
455,Elektrik gitti Allah'tan 3G var thanks turkcell :-)),positive
456,#yeniyildanistegim yeni yıl TADIM ve TURKCELL reklamındaki gibi olsun :),positive
457,feriha turkcell hat alsa sorun çözülür ya da emir avea ya geçmeli,positive
458,MUTLU KEYİFLİ PAZARLAR İZMİR....UNUTMAYIN HAYAT PAYLAŞINCA GÜZEL...,positive
459,"Cok temiz kampanya! Turkcell sirket hatti kullanicilarina DRY Centerda 3 parca kuru temizleme sadece 19,90TL! En temizi Turkcell i birakmak!",positive
460,"Merhaba Wolfteam Oyuncuları,  İlk Turkcell Mobil Ödeme Etkinliğine katılamadım diye üzülmeyin. Turkcell Mobil...",positive
461,Bugun turkcell bana kiyak geciyor :),positive
462,Sormayın yaa! Hata ettim sanırım. Neyse ki taahhüdüm yok. Geçerim tekrar Turkcell'e... :),positive
463,ewet ben de vodofon vın kullandım için internet uygun ama hat olarak turkcel daha iyisi bence,positive
464,"kesinlikle cok iyi yapiyoruz! Ne demişler, hayat paylaşınca güzel :D aksam bissuru mama yicez Oley!",positive
465,günaydın selocan :),positive
466,"#Turkcell sen varya adamsın lan adamın dibisin,ayrıca müşteri hizmetlerindeki o sesede belki aşık olmuş olabilirm jfhjgdhkg :D",positive
467,Bence hayat paylaşınca güzel lalalalalaalaaaa,positive
468,o turkcell panolarındaki sevgi sözcükleri hala duruyo mu acaba.Ciğerim yazısını görmeyi özledik.,positive
469,"ki çöpçüde de karısında da turkcell kampanyalı telefonlar var. 100 kişiden 1'ini bile etkilese yeter. güzel taktik, ince reklam.",positive
470,"Sanırım turkcell benden hoşlanıyor.. Sıradışı mesajlarr , kampanyalarr , hediye dakikalarr , fırsatlarrr . Hep bi güzellik yapma derdinde :D",positive
471,Kişisel Bloglardan 2011 Turkcell Blog Ödülleri'nde halk oylaması sonucu finale kalan ilk 10 blog: (cont),positive
472,4S'in taahütsüz satışı var mı acaba? varsa fiyatı nedir? 3GS'i de sizden taahütsüz aldım.2buçuk senedir memnuniyetle kullanıyorum.,positive
473,superonline tavsiye edebilirim bilmiyorum ne kullanıyorsun ama...,positive
474,Kahve Dünyasından 1 kahve alınca 1 kahve bedavaymış. Sadece bana özel bir kampanyaymış. Nabza göre şerbet veren sevgili gibisin be turkcell.,positive
475,öğrencilere ayak uydurmak amacıyla mesaj atarak iletişime geçen sayın hocam ama siz turkcell değilsniz üzgünüm.,positive
476,"Çin, Türkiye ekonomisine olan güvenini,  için verdiği 250 milyon dolarlık krediyle kanıtlamış oldu.",positive
477,turkcelle bağlan hayata hayata bağlan turkcelle,positive
478,"Bugun turkcell cagri merkezini aradim, remen buyulendim tebrikler #turkcell",positive
479,biz hala iyiyiz hayat paylasınca güzel la ala la kurumsal temsilci,positive
